sl.no,Name,Symptoms,,,,,,
13,melanocytic nevi,"flesh-colored bumps on the surface of the skin, though they can also appear slightly brown. In some cases, they'll contain brown spots of small dilated blood vessels.",,,,,,
13,melanocytic nevi,"round or oval-shaped patch of colored skin and is usually raised. They can be either a single color or multi-colored. They can vary in size from a tiny spot to something that covers a large part of your body. In some cases, they might have hair growing out of them.",,,,,,
13,melanocytic nevi," dark, noncancerous skin patch (nevus) that is composed of pigment-producing cells called melanocytes. It is present from birth (congenital) or is noticeable soon after birth. The nevus may be small in infants, but it will usually grow at the same rate the body grows and will eventually be at least 40 cm (15.75 inches) across. The nevus can appear anywhere on the body, but it is more often found on the trunk or limbs. The color ranges from tan to black and can become darker or lighter over time. The surface of a nevus can be flat, rough, raised, thickened, or bumpy; the surface can vary in different regions of the nevus, and it can change over time.",,,,,,
13,melanocytic nevi,"The skin of the nevus is often dry and prone to irritation and itching (dermatitis). Excessive hair growth (hypertrichosis) can occur within the nevus. There is often less fat tissue under the skin of the nevus; the skin may appear thinner there than over other areas of the body.
",,,,,,
13,melanocytic nevi,"presence since birth asymmetric, indistinct or irregularly bordered, variably colored papules with diameter greater than 5 mm",,,,,,
13,melanocytic nevi,"brown, tan, pink or black (especially on dark-colored skin). They are circular or oval and are usually small (commonly between 1–3 mm), though some can be larger than the size of a typical pencil eraser (>5 mm). Some moles produce dark, coarse hair. Common mole hair removal procedures include plucking, cosmetic waxing, electrolysis, threading and cauterization.",,,,,,
13,melanocytic nevi,"presence of moles on the skin from birth or that appear in the first few months of life. These birthmarks range in color from light brown to black. They may darken, get thicker or grow hair as your child ages. They are usually painless.",,,,,,
13,melanocytic nevi,"i can appear anywhere on the skin; however, they most often show up on the scalp, neck, upper arms and legs, and neck. They can also appear on the eyelid.",,,,,,
13,melanocytic nevi,"The bumps are usually small, ranging anywhere from 5 millimeters (mm) to 1 centimeter (cm). In children, they’re often flat and a similar color to the person’s skin tone. Once a person reaches adolescence, the nevus usually becomes more visible. By the time a person reaches 70 years old, almost all nevi have lost much of their pigmentation.",,,,,,
13,melanocytic nevi,Nevi appear raised from the surface of the skin and feel rubbery. An intradermal nevus is typically round and well-defined. It may even be hairy. It’s also possible that nevi can appear warty and dome shaped.,,,,,,
13,melanocytic nevi,"If they are seen at birth or develop during the first 1-2 years of life they are called congenital melanocytic nevi. While most of these moles are small, some may be very large. Most of these will grow as your child grows.",,,,,,
13,melanocytic nevi,"Melanocytic nevi usually look like light to dark brown spots on the skin. In children with very light or fair skin, they may appear more pink or red in color. They may have hair growing in them, a bumpy texture, or slowly get darker in color; such changes are generally normal.",,,,,,
13,melanocytic nevi,"CMN will grow during childhood in dimensions proportionate to the growth of the child. The development of focal changes in pigmentation, a new papular or nodular component, symptoms such as pain or itching, or signs such as bleeding or ulceration warrant further attention.",,,,,,
13,melanocytic nevi,"they often appear as small, dark brown spots and are caused by clusters of pigmented cells. Moles generally appear during childhood and adolescence. Most people have 10 to 40 moles, some of which may change in appearance or fade away over time.",,,,,,
13,melanocytic nevi,"Moles can be brown, tan, black, red, blue or pink. They can be smooth, wrinkled, flat or raised. They may have hair growing from them.",,,,,,
13,melanocytic nevi,"Moles are usually less than 1/4 inch (about 6 millimeters) in diameter — the size of a pencil eraser. Rarely, moles present at birth (congenital nevi) can be much bigger, covering wide areas of the face, torso or a limb.",,,,,,
13,melanocytic nevi,"Moles can develop anywhere on your body, including your scalp, armpits, under your nails, and between your fingers and toes. Most people have 10 to 40 moles. Many of these develop by age 50. Moles may change in appearance or fade away over time. Hormonal changes of adolescence and pregnancy may cause moles to become darker and larger.",,,,,,
13,melanocytic nevi,"Round to oval, symmetric Color is variation of brown; may be speckle Surface may be pebbled &/or hairy",,,,,,
13,melanocytic nevi,"Often involves back; dark color, brown to black Surface thickened with increased hair; may make it difficult to follow these lesions for changes over time Satellite nevi often present Underlying soft tissue hypertrophy may be present Proliferative nodules, usually < 5 mm in diameter, may develop with time",,,,,,
13,melanocytic nevi,"may be flat or raised, and they may range in color from tan to light brown to black. Moles may lose their color and end up flesh colored. It is unusual to develop new pigmented moles after age 35.",,,,,,
14,rosacea,"causes redness and visible blood vessels in your face. It may also produce small, red, pus-filled bumps. These signs and symptoms may flare up for weeks to months and then go away for a while.",,,,,,
14,rosacea,Rosacea can affect anyone. But it's most common in middle-aged women who have light skin.,,,,,,
14,rosacea,Rosacea usually causes a persistent redness in the central part of your face. Small blood vessels on your nose and cheeks often swell and become visible.,,,,,,
14,rosacea,Many people with rosacea also develop pimples on their face that resemble acne. These bumps sometimes contain pus. Your skin may feel hot and tender.,,,,,,
14,rosacea,"Many people with rosacea also experience dry, irritated, swollen eyes and red, swollen eyelids. This is known as ocular rosacea. In some people, the eye symptoms precede the skin symptoms.",,,,,,
14,rosacea,"Over time, rosacea can thicken the skin on the nose, causing the nose to appear bulbous (rhinophyma). This occurs more often in men than in women.",,,,,,
14,rosacea,"Rosacea’s trademark symptom is small, red, pus-filled bumps on the skin that are present during flare-ups. Typically, rosacea affects only skin on your nose, cheeks, and forehead.",,,,,,
14,rosacea,"Flare-ups often occur in cycles. This means that you will experience symptoms for weeks or months at a time, the symptoms will go away, and then return.",,,,,,
14,rosacea,"flushing and redness in the center of your face visible broken blood vessels swollen skin sensitive skin stinging and burning skin dry, rough, and scaly skin",,,,,,
14,rosacea,acne-like breakouts and very red skin oily skin sensitive skin broken blood vessels that are visible raised patches of skin,,,,,,
14,rosacea,"bumpy skin texture thick skin on nose thick skin on chin, forehead, cheeks, and ears large pores visible broken blood vessels",,,,,,
14,rosacea,This may look like a blush or sunburn that does not go away. It happens when hundreds of tiny blood vessels near the surface of the skin expand.,,,,,,
14,rosacea,"The skin may get thicker from excess skin tissue. This usually affects the nose and can cause rhinophyma, which affects males much more than females.",,,,,,
14,rosacea,"This occurs when the face temporarily darkens. It may spread from the face down to the neck and chest, and the skin may feel unpleasantly hot.",,,,,,
14,rosacea,"Small, red, acne-like bumps may develop. These may contain pus.",,,,,,
14,rosacea,"Also called spider veins, or telangiectasia, this commonly affects the cheeks, bridge of the nose, and other parts of the central face.",,,,,,
14,rosacea,"People may have irritated, watery, or bloodshot eyes. The eyelids can become red and swollen (blepharitis), and styes are common. Rosacea affects the eyes in around 50% of people with the condition. Rarely, vision can become blurred.",,,,,,
14,rosacea,"burning or stinging sensations in the skin facial swelling, due to excess fluid and proteins leaking out of the blood vessels dry or rough facial skin",,,,,,
14,rosacea,"a warm feeling most of the time dry, swollen skin patches of darker skin, or a dusky brown discoloration to the skin persistent acne-like breakouts hard, yellowish-brown bumps around the mouth, eyes, or both a burning or stinging sensation when applying skin care products swollen or thicker skin on the forehead, nose, cheeks, or chin",,,,,,
14,rosacea,"redness on your cheeks, nose, chin, and forehead. Less often, the color can appear on your neck, head, ears, or chest.",,,,,,
15,seborrheic keratosis,"Be slightly raised from the surrounding skin. Be white or light tan appearance, which may darken to brown or black. Have a waxy, pasted-on look. Look scaly or like a wart. Be well-defined from the surrounding skin. Not usually cause pain, but may sometimes itch a little.",,,,,,
15,seborrheic keratosis,"Seborrheic keratosis often appears on the face, chest, shoulders or back. It has a waxy, scaly, slightly elevated appearance.",,,,,,
15,seborrheic keratosis,"itching, small bump on skin, or waxy elevated skin lesion",,,,,,
15,seborrheic keratosis,"A seborrheic keratosis usually looks like a waxy or wartlike growth. It typically appears on the face, chest, shoulders or back. You may develop a single growth, though multiple growths are more common.",,,,,,
15,seborrheic keratosis,"Ranges in color from light tan to brown or black Is round or oval shaped Has a characteristic ""pasted on"" look Is flat or slightly raised with a scaly surface Ranges in size from very small to more than 1 inch (2.5 centimeters) across May itch",,,,,,
15,seborrheic keratosis,chest scalp shoulders back abdomen face,,,,,,
15,seborrheic keratosis,"Growths often start out as small, rough areas. Over time, they tend to develop a thick, wart-like surface. They’re often described as having a “stuck-on” appearance. They may also look waxy and have slightly raised surfaces.",,,,,,
15,seborrheic keratosis,"Growths are usually round or oval-shaped.Growths are usually brown, but they can also be yellow, white, or black.",,,,,,
15,seborrheic keratosis,"Seborrheic keratoses may look like warts, moles, or skin cancer. Their appearance is waxy, and they look as if they are stuck onto the skin. Some may look like a blob of brown candle wax.",,,,,,
15,seborrheic keratosis,"They can range in size from tiny to over 1 inch across.They are not painful, but they may itch or become irritated.",,,,,,
15,seborrheic keratosis,"The growths are most commonly found on the scalp, shoulder, chest, abdomen, or back. They are never found on the soles of the feet or palms of the hands.",,,,,,
15,seborrheic keratosis,"Lesions usually start off as small, rough bumps, and they gradually get thicker and develop a warty surface. They can sometimes appear waxy and “stuck on.”",,,,,,
15,seborrheic keratosis,"They are usually round or oval.Most are brown, but they can be yellow, black, or white.",,,,,,
15,seborrheic keratosis,"Flat or raised papule or plaque 1 mm to several cm in diameter Skin coloured, yellow, grey, light brown, dark brown, black or mixed colours Smooth, waxy or warty surface Solitary or grouped in certain areas, such as within the scalp, under the breasts, over the spine or in the groin",,,,,,
15,seborrheic keratosis,"Start as small, rough bumps, then slowly thicken and develop a warty surface Have a waxy, stuck-on-the-skin look Be brown, though they range in color from white to black Range in size from a fraction of an inch to larger than a half-dollar Form on the chest, back, stomach, scalp, face, neck, or other parts of the body (but not on the palms and soles) Cause no pain, though some itch",,,,,,
15,seborrheic keratosis,"Seborrheic keratoses usually present as small, flesh-colored, waxy papules that have a ""stuck-on"" appearance.",,,,,,
15,seborrheic keratosis,They can also become pedunculated and have a stalklike growth. ,,,,,,
15,seborrheic keratosis,"Symptoms of Seborrheic Keratosis are limited to discolored skin lesions that appear to be “stuck on” the skin surface. These patches may appear suddenly, may vary in size, and tend to grow slowly. They may be round or oval-shaped, and vary in color from tan, yellowish-brown to black. They may be widespread over the trunk, back, and/or shoulders. Some may be large enough to be called “giants” while others may be limited to small areas of the temples or cheeks. The skin lesions may also be waxy, scaling or crusted. They tend to become darker and larger with age.",,,,,,
15,seborrheic keratosis,"Seborrheic keratosis is a dermatologic condition characterized by wart-like growths that may appear anywhere on the skin except for the palms and soles. Growths can vary in appearance but are typically: Light tan to dark brown Round, Waxy or warty Have a stuck-on-the-skin appearance",,,,,,
15,seborrheic keratosis,"Seborrheic keratosis is a noncancerous skin growth that has the following typical characteristics: Rests flat against the skin or is raised Starts off as a small, round bump that then thickens and develops a waxy or wart-like appearance (although in some cases, the surface is smooth) Usually brown but may also be white, black, yellow, or grey Develops anywhere on the skin (e.g., chest, back, face, and neck), but not on the palms and soles Appears on its own or within groups Ranges in size from a pinpoint to over an inch in diameter",,,,,,
18,keloid,"A keloid is an overgrowth of thick, rubbery skin that usually occurs at a site where the skin was previously injured. The keloid often grows much larger than the original injury and can be flesh-colored, redder, or otherwise darker. Though they are usually bothersome only for cosmetic reasons, they can sometimes be painful, itchy, or tingly. Keloids are usually seen on the neck, ear lobes, legs or arms, and on the upper trunk, especially the chest. They frequently follow the lines of injury. Spontaneous keloids are common on the mid-chest. Keloids are smooth and shiny, firm to the touch, red, hyperpigmented or skin-colored nodules with regular or irregular ridges. Keloids may develop projections that extend beyond the area of injury. ",,,,,,
18,keloid,"Appear slowly. It can take 3 to 12 months or longer to see the first signs of a keloid. Most appear within a year of whatever caused the skin to scar. Begin as a raised pink, red, or purple scar. If the keloid appears on the earlobe, it’s likely to be round or oval. On the chest, legs, or arms, a keloid is likely to be a raised scar with a flat surface. Grow slowly. Once you see a keloid, it tends to grow slowly. Most continue to spread for weeks or months. At times, a keloid can grow for years. Feel soft and doughy or hard and rubbery. When you touch the scar, it will feel different from your surrounding skin. On the earlobe, it’s most likely to feel firm.Cause pain, itch, or tenderness. While a keloid is growing, it can feel itchy, painful, or both. Keloids on the chest are often tender. Once a keloid stops growing, symptoms usually stop.Become darker in color with time. Once a keloid stops growing, it tends to be darker than the person’s skin. The border is usually darker than the center. Be fixed in place. Most keloids are solid and won’t move. On the neck, abdomen, or an ear, a keloid may hang by a stalk, so it moves slightly when you touch it.These scars appear from the head to the feet. Keloids, however, are most likely to develop on the following areas of the body: ears,neck,chest,shoulder,back. These raised scars range in size from smaller than an inch to larger than a football. The largest keloids tend to form on the shoulders and back.",,,,,,
18,keloid,"Keloids can be much larger than the original wound. They’re most commonly found on the chest, shoulders, earlobes, and cheeks. However, keloids can affect any part of the body. localized area that is flesh-colored, pink, or red.
a lumpy or ridged area of skin that’s usually raised
an area that continues to grow larger with scar tissue over time
an itchy patch of skin.While keloid scars may be itchy, they’re usually not harmful to your health. You may experience discomfort, tenderness, or possible irritation from your clothing or other forms of friction.
Keloid scarring can form on large areas of your body, but this is generally rare. When it happens, the hardened, tight scar tissue may restrict movement.
Keloids are often more of a cosmetic concern than a health one. You may feel self-conscious if the keloid is very large or in a highly visible location, such as on an earlobe or the face.",,,,,,
18,keloid,"Keloid scars, which are typically thick and irregular.    It appears gradually. It can take as long as 3 to 12 months or even longer before you to notice a keloid beginning to develop; most tend to appear within a year of the original skin damage.
    It may also grow quickly. Sometimes keloids spread fast, and may, for example, triple in size in as little as a few months.
    Your scar is itchy, tender, or painful. These symptoms usually stop once the keloid is developed.
    Your scar is easily irritated. It may become irritated from friction, such as rubbing against clothing.
    It gradually turns darker. A keloid typically begins as a pink, red, or flesh-colored scar that darkens over time and ends up looking darker than the skin around the scar.
Keloids can occur anywhere — but, according to the AAD, they’re less common on the eyelids, genitals, soles of the feet, or palms of the hands.They fre
quently develop on the following parts of the body:
    Ears
    Neck
    Shoulders
    Chest
    Back   .  Keloids can be more than just skin imperfections. Depending on the size of the scar and where it is on the body, it can affect how well you can move that area of the body. And for some people, physical symptoms such as pain or itchiness can impact your psychological health. Others may feel that their keloid is noticeable or unsightly and that may take a toll on their emotional well-being.",,,,,,
18,keloid,"A keloid is a shiny, smooth, raised formation of scar tissue.
The appearance may vary, however, depending on the location. For example, on the ear, a keloid may be solid and round, while one on the chest may be more spread out.
Keloids can form on the:
    neck
    ears
    chest
    back
    shoulders
Keloid scars form months after the injury responsible. The American Academy of Dermatology (AAD) observe that it may take 3–12 months for a keloid to become noticeable.
Keloids usually grow larger than the wound that caused them.
These scars may feel itchy or sore while they are growing, but the symptoms stop when the keloid stops developing.
These scars tend to be pink, purple, or brown and may feel firm or rubbery. They can vary in size and may be darker than the rest of the skin.",,,,,,
18,keloid,"Keloids are firm, pink to red, itchy, irritated bumps that tend to gradually enlarge and appear at the site of previous skin damage.
Keloids develop as a consequence of abnormal scar formation.
People with darker skin are typically more predisposed to develop keloids. Keloids tend to occur on the shoulders, chest, ears, and back. is a tough heaped-up scar that rises quite abruptly above the rest of the skin. It usually has a smooth top and a pink or purple color. Keloids are irregularly shaped and tend to enlarge progressively. Unlike scars, keloids do not regress over time.",,,,,,
18,keloid,"Keloids are a type of raised scar. They occur where the skin has healed after an injury. They can grow to be much larger than the original injury that caused the scar. They are not at all common, but are more likely for people who have dark skin.
    Appear and grow slowly. It can take 3 months up to a year before you see the first signs of a keloid. Then it takes weeks or months for it to grow. Sometimes, they continue to grow slowly for years.
    Begin as a raised pink, red, or purple scar. A keloid is usually a raised scar with a flat surface. The color tends to darken with time. It usually ends up being darker than the person’s skin, with the border being darker than the center.
    Feel different than the surrounding skin. Some keloids feel soft and doughy. Others are hard and rubbery.
    Cause pain, itching, or tenderness. When they are growing, some keloids may be itchy, tender, or painful to the touch. These symptoms usually stop once the keloid stops growing.
Keloids can form anywhere on the body. They are most common on the neck, shoulders, chest, back, and ears. They can range in size from smaller than an inch to 12 inches or more.",,,,,,
18,keloid,"Keloid is an overgrowth of the scar tissue that develops around a wound, usually after the wound has healed. It expands far beyond the original scar. Rather than stay in a straight line, for example, after a surgical incision, it spreads outwards. Keloid scars are more common in people with darker skins, especially Afro-Caribbean races. The peak age is 10-30 years and keloids are less common in the elderly or babies. Studies of African people have shown that 6-16 out of a hundred develop keloids. Half of people with keloids will have other members of the family who have also developed keloids.    They are usually smooth, slightly shiny, firm skin growths.
    When they are growing they can feel itchy, prickly or sore.
    Once they have stopped growing they are not usually painful. Typical areas they develop are:

    Behind the ears after ear piercing.
    On the breastbone after chickenpox, acne, or an injury.
    On the side of the shoulder (deltoid) after a vaccination.

Keloid growing over a joint can restrict movement. In time, the original red colour changes to brown or becomes pale.",,,,,,
18,keloid,"Keloid, also known as keloid disorder and keloidal scar,[1] is the formation of a type of scar which, depending on its maturity, is composed mainly of either type III (early) or type I (late) collagen. It is a result of an overgrowth of granulation tissue (collagen type 3) at the site of a healed skin injury which is then slowly replaced by collagen type 1. Keloids are firm, rubbery lesions or shiny, fibrous nodules, and can vary from pink to the color of the person's skin or red to dark brown in color.Keloids expand in claw-like growths over normal skin.[3] They have the capability to hurt with a needle-like pain or to itch, the degree of sensation varying from person to person.
Keloids form within scar tissue. Collagen, used in wound repair, tends to overgrow in this area, sometimes producing a lump many times larger than that of the original scar. They can also range in color from pink to red.[4] Although they usually occur at the site of an injury, keloids can also arise spontaneously. They can occur at the site of a piercing and even from something as simple as a pimple or scratch. They can occur as a result of severe acne or chickenpox scarring, infection at a wound site, repeated trauma to an area, excessive skin tension during wound closure or a foreign body in a wound. Keloids can sometimes be sensitive to chlorine. If a keloid appears when someone is still growing, the keloid can continue to grow as well. Keloids can develop in any place where skin trauma has occurred. They can be the result of pimples, insect bites, scratching, burns, or other skin injury. Keloid scars can develop after surgery. They are more common in some sites, such as the central chest (from a sternotomy), the back and shoulders (usually resulting from acne), and the ear lobes (from ear piercings). They can also occur on body piercings. The most common spots are earlobes, arms, pelvic region, and over the collar bone. ",,,,,,
18,keloid,"A keloid is an abnormal proliferation of scar tissue that forms at the site of cutaneous injury (eg, on the site of a surgical incision or trauma); it does not regress and grows beyond the original margins of the scar.",,,,,,
18,keloid,"A keloid (say ""KEE-loyd"") is a scar that grows bigger and wider than the original injury. Keloids most commonly grow on the breastbone, shoulder, upper chest and back, earlobes, and face. Keloids look like firm, raised, hard scars. They grow larger over time. Their colors vary from slightly pink to very dark.
Keloids can rub against your clothes and become irritated, itchy, or painful. When exposed to the sun, they may turn darker than the rest of your skin. The dark color may stay.",,,,,,
18,keloid,"A keloid is an abnormally formed scar. Keloid scars are raised and thick. They are also often firm and discolored compared to the rest of your skin. Sometimes, a keloid scar causes itching, pain or tenderness. They range in size from small dots to large growths of 12 inches or more. They most commonly appear on the ears, face, neck, shoulders, upper back, and chest. Scars on the upper trunk tend to be the largest. 

    Pain, itching or tenderness. Large scars can also limit movement of the affected body part.

    Pink, red or purple color. The scar is usually darker than a person’s normal skin tone. It may continue to darken with time and sun exposure.

    Raised skin surface that feels different from surrounding skin. The raised area is usually fixed in place, meaning you can’t move it. Larger keloids can restrict movement.

    Soft, rubbery or hard texture
",,,,,,
18,keloid,"A keloid may be:

    Flesh-colored, red, or pink
    Located over the site of a wound or injury
    Lumpy or ridged
    Tender and itchy
    Irritated from friction such as rubbing on clothing 

A keloid will tan darker than the skin around it if exposed to the sun during the first year after it forms. The darker color may not go away.",,,,,,
18,keloid,"Keloids are raised overgrowths of scar tissue that occur at the site of a skin injury. Keloids are more common in African-Americans. They are seen most commonly on the shoulders, upper back and chest, but they can occur anywhere. They generally occur between 10 and 30 years of age and affect both sexes equally, although they may be more common among young women with pierced ears. Keloids may form over the breastbone in people who have had open heart surgery",,,,,,
18,keloid,"Keloids grow in thick, irregular clusters around wounds or areas where the skin has been pierced, cut, burnt or irritated.Chances are you have a keloid if your scar:
    Began as a pink, red or purple scar
    Looks redder or darker than the skin around it
    Feels raised, thick and rounded
    Is irregular in shape
    Looks shiny and ropy
    Feels different from surrounding skin (rubbery or soft)
While they are growing, keloids often produce:
    Pain
    Itching
    An abnormal sensation
Large keloids on the neck or shoulders can interfere with movement.",,,,,,
18,keloid,"Keloids are raised, reddish nodules that develop at the site of an injury. Keloids may form on any part of the body, although the upper chest, shoulders and upper back are especially prone to keloid formation. Symptoms include pigmentation of the skin, itchiness, redness, unusual sensations and pain.",,,,,,
18,keloid,"A keloid scar is an enlarged, raised scar that can be pink, red, skin-coloured or darker than the surrounding skin. Keloid scars are usually:

    shiny
    hairless
    raised above surrounding skin
    hard and rubbery
    red or purple at first, before becoming brown or pale. Keloid scars are usually painless, but some can cause:

    pain
    tenderness
    itchiness
    a burning feeling
    limited movement if located on a joint",,,,,,
18,keloid," Keloids may develop anywhere, but the most commonly affected locations include deltoid, pre-sternal chest, upper back, and ear. Unusual locations for these growths include eyelids, genitalia, palms, and soles. Keloids present as firm, rubbery nodules and frequently project above the underlying skin.  Color ranges from erythematous, flesh-colored, or hyperpigmented and may change with the evolution of the lesion",,,,,,
18,keloid,"Keloids are shiny, firm, smooth, and slightly pink or darkened. Keloids do not hurt, but they may itch or be sensitive to touch. They may be raised as much as ¼ inch (about 0.5 centimeters) or more above the surface of the skin. typically develop on the mid chest, shoulders, upper back, and, sometimes, face and earlobes.",,,,,,
18,keloid,"Keloids are usually firm, raised, shiny, and smooth. They are often pink or red, or much darker or lighter in colour than the surrounding skin. Keloids always extend beyond the limits of the original wound, sometimes by many centimetres. The colour, shape, and size of the scars may change with time. They are generally not painful, though they are often itchy.

Keloids are more likely to develop on the arms, back, ears, lower legs, mid-chest, and neck. They may form as a wound heals, or they may take several months or even years to develop. Rarely, they will continue to grow indefinitely.",,,,,,
19,boils,"Boils (furuncles) are painful pus-filled lumps on the skin resulting from the deep infection of a hair follicle. A red-to-purple, tender lump on an area of the skin that also has hair. The most common areas for boils to occur are places where there is friction and/or places that tend to be sweaty, such as the buttocks, armpits, groin, neck, shoulders, and face. The skin surrounding the lump may look swollen and red. The center of the lump eventually becomes filled with yellow or white pus that you will be able to see (called ""coming to a head""). The pus is a mixture of bacteria and infection-fighting white blood cells.",,,,,,
19,boils,"A boil is a skin infection that starts in a hair follicle or oil gland. At first, the skin turns red in the area of the infection, and a tender lump develops. After four to seven days, the lump starts turning white as pus collects under the skin.The most common places for boils to appear are on the face, neck, armpits, shoulders, and buttocks. When one forms on the eyelid, it is called a sty. A boil starts as a hard, red, painful lump usually about half an inch in size. Over the next few days, the lump becomes softer, larger, and more painful. Soon a pocket of pus forms on the top of the boil. These are the signs of a severe infection:

    The skin around the boil becomes infected. It turns red, painful, warm, and swollen.
    More boils may appear around the original one.
    A fever may develop.
    Lymph nodes may become swollen.",,,,,,
19,boils,"A boil is a painful, pus-filled bump. Boils (furuncles) usually start as red, tender bumps. The bumps quickly fill with pus, growing larger and more painful until they rupture and drain. Areas most likely to be affected are the face, back of the neck, armpits, thighs and buttocks. Boils can occur anywhere on your skin, but appear mainly on the face, back of the neck, armpits, thighs and buttocks — hair-bearing areas where you're most likely to sweat or experience friction. Signs and symptoms of a boil usually include:

    A painful, red bump that starts out small and can enlarge to more than 2 inches (5 centimeters)
    Red, swollen skin around the bump
    An increase in the size of the bump over a few days as it fills with pus
    Development of a yellow-white tip that eventually ruptures and allows the pus to drain out
",,,,,,
19,boils,"    a firm reddened pea-sized bump,
    tender, swollen skin surrounding the bump,
    the bump may increase in size,
    pus-filled head on the bump, which may spontaneously drain, weep, or ooze. A boil is a localized infection in the skin that begins as a reddened, tender area. Over time, the area becomes firm, hard, and increasingly tender. Eventually, the center of the boil softens.  Finally, the pus ""forms a head,"" which can be surgically opened or may spontaneously drain out through the surface of the skin. Pus enclosed within tissue is referred to as an abscess.  Boils can occur anywhere on the body, including the trunk, extremities, buttocks, groin, armpit, or other areas.",,,,,,
19,boils,"Boils are bacterial infections of hair follicles that also involve the surrounding tissue. The infected hair follicle can be on any part of your body, not only your scalp. When the hair follicle becomes infected, it appears inflamed. The furuncle looks like a red, raised bump on your skin that is focused on a hair follicle. If it ruptures, cloudy fluid or pus drains out.
 boils most commonly appear on the face, neck, thigh, and buttocks. A furuncle may begin as a benign-looking bump on your skin, like a pimple. However, as the infection worsens, the boil can become hard and painful.

The boil contains pus as a result of your body’s attempt to fight the infection. Pressure may build, which may cause the furuncle to burst and release its fluids.

The pain may be at its worst right before a furuncle ruptures and will most likely improve after it drains. According to the Mayo Clinic, furuncles start out small but can increase in size to over 2 inches. The skin around the infected hair follicle may become red, swollen, and tender. Scarring is also possible. The development of several boils that connect in the same general area of your body is called a carbuncle. Carbuncles may be more associated with symptoms like a fever and chills. These symptoms may be less common with a single boil.",,,,,,
19,boils,"A boil is a pus-filled skin infection that usually develops around a hair follicle. They can occur anywhere, but are common on the buttocks. A boil on the buttocks is a raised lump that may be:

    red
    swollen
    tender
    painful
    warm
    filled with pus

Boils will usually begin by resembling a small, firm bump around the size of a pea.

They may then grow in size and become softer, often with a yellow or white tip that leaks pus or clear liquid. A boil can grow to the size of a golf ball or even larger",,,,,,
19,boils,"A boil starts as a hard, red, painful, pea-sized lump. It is usually less than an inch big , The most common places for boils to appear are on your:

    neck,
    armpits,
    shoulders,
    buttocks.

When one of these occur on the eyelid,. Over the next few days, the lump becomes softer, larger, and more painful. Soon a pocket of pus forms on the top of the boil.

Here are some symptoms related to a severe boil infection:

    the skin around the boil becomes red, painful, and swollen;
    several boils may cluster around the original one (a carbuncle);
    a fever develops;
    the lymph nodes in the area become swollen",,,,,,
19,boils,"A boil forms a lump that goes deep into the skin. It may have a central “head” filled with pus. Boils usually occur on the face, neck, armpits, buttocks, and thighs, but can appear anywhere on the body. They can be painful. A boil may start out as a sore, raised area that is pinkish red in color. Over time, the boil may fill with clear liquid or pus, and grow in size.

Symptoms of a boil include the following:

    Swollen, red lump deep in the skin (Sometimes, a hair will grow from it.)
    Painful, especially when touched, and in certain places on the body (such as the nose or ear)
    Size can vary from pea to golf ball
    May develop a central, whitish-yellow “head” that may break and release pus
    May “weep” or ooze clear fluid, or develop a crust
    May spread to surrounding skin, creating a carbuncle
",,,,,,
19,boils,"At first, the skin turns red in the area of the infection, and a tender lump develops. After four to seven days, the lump starts turning white as pus collects under the skin. The most common places for boils to appear are on the face, neck, armpits, shoulders, and buttocks. Symptoms of a boil are initially a hard, red, painful pus-filled bump usually less than an inch in size. Over the next few days, the lump becomes softer, larger, and more painful. Soon a pocket of pus forms on the top of the boil. Signs and symptoms of a more advanced infection are

    red, painful, and swollen skin around the boil;
    more boils may appear around the original one;
    fever; and
    swollen lymph nodes near the boil.",,,,,,
19,boils,"The evolution of a boil includes:

    A small area of skin becomes inflamed and tender
    A painful lump appears
    After a few days, a white or yellow head forms
    The boil bursts
    The pus drains out
    The site heals
    A scar may form, depending on the severity of the boil.",,,,,,
19,boils,"Skin boils look like really big pimples. This causes the red lump, pain, and itching. Boils hurt and itch. A boil is usually diagnosed by its appearance. The symptoms can be summed up as a red, swollen bump surrounded by red, irritated skin. Eventually, there will be one or more small whiteheads (pustules) in the center that are filled with a white or yellow pus-like fluid. Once in a while, boils heal without forming a white head.  Boils come in all sizes. They may begin pea-sized and can grow to about that of a golf ball and this can happen rather quickly.

Boils can occur anywhere on the body. They are most common on the face, neck, armpit, buttocks, and thighs. It is possible for boils to occur only once, though some people experience them chronically. 

Your skin may itch before a boil actually appears. You may feel fatigued or generally ill once the boil forms. See your doctor if you develop a fever or chills. ",,,,,,
19,boils,"Boils are bumpy, red, pus-filled lumps around a hair follicle that are tender, warm, and painful. They range from pea-sized to golf ball-sized. A yellow or white point at the center of the lump can be seen when the boil is ready to drain or discharge pus. In a severe infection, an individual may experience fever, swollen lymph nodes, and fatigue. A recurring boil is called chronic furunculosis.[1][4][5][6] Skin infections tend to be recurrent in many patients and often spread to other family members. Systemic factors that lower resistance commonly are detectable, including: diabetes, obesity, and hematologic disorders.[7] Boils can be caused by other skin conditions that cause the person to scratch and damage the skin.

Boils may appear on the buttocks or near the anus, the back, the neck, the stomach, the chest, the arms or legs, or even in the ear canal.[8] Boils may also appear around the eye, where they are called styes.[9] A boil on the gum is called intraoral dental sinus, or more commonly, a gumboil.  a painful swollen area on the skin caused by an accumulation of pus and dead tissue.",,,,,,
